Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
10/19/2018,"12.965,00","12.580,00","13.025,00","12.505,00","","3,06%"
10/18/2018,"12.580,00","12.775,00","12.835,00","12.555,00","","-1,53%"
10/17/2018,"12.775,00","12.860,00","13.020,00","12.755,00","","-0,66%"
10/16/2018,"12.860,00","12.740,00","12.905,00","12.650,00","","1,14%"
10/15/2018,"12.715,00","12.825,00","13.005,00","12.600,00","","-0,20%"
10/14/2018,"12.740,00","13.030,00","13.110,00","12.680,00","","-2,23%"
10/13/2018,"13.030,00","12.980,00","13.280,00","12.925,00","","-0,34%"
10/12/2018,"13.075,00","12.950,00","13.095,00","12.780,00","","0,97%"
10/11/2018,"12.950,00","13.710,00","13.740,00","12.920,00","","-5,54%"
10/10/2018,"13.710,00","13.775,00","13.940,00","13.710,00","","-0,90%"
10/09/2018,"13.835,00","13.770,00","14.025,00","13.675,00","","0,18%"
10/08/2018,"13.810,00","13.985,00","14.035,00","13.765,00","","-1,29%"
10/07/2018,"13.990,00","14.290,00","14.345,00","13.970,00","","-2,10%"
10/06/2018,"14.290,00","14.280,00","14.330,00","14.025,00","","0,39%"
10/05/2018,"14.235,00","14.310,00","14.515,00","14.205,00","","-0,52%"
10/04/2018,"14.310,00","14.125,00","14.380,00","14.050,00","","1,31%"
10/03/2018,"14.125,00","13.960,00","14.195,00","13.740,00","","1,18%"
10/02/2018,"13.960,00","14.250,00","14.580,00","13.865,00","","-2,00%"
10/01/2018,"14.245,00","13.810,00","14.340,00","13.680,00","","3,60%"
09/30/2018,"13.750,00","13.910,00","13.960,00","13.730,00","","-1,15%"
09/29/2018,"13.910,00","13.455,00","13.950,00","13.420,00","","3,38%"
09/28/2018,"13.455,00","13.405,00","13.505,00","13.210,00","","0,37%"
09/27/2018,"13.405,00","13.440,00","13.530,00","13.270,00","","-0,19%"
09/26/2018,"13.430,00","13.225,00","13.675,00","13.225,00","","1,36%"
09/25/2018,"13.250,00","12.710,00","13.310,00","12.690,00","","4,21%"
09/24/2018,"12.715,00","12.660,00","12.790,00","12.530,00","","0,47%"
09/23/2018,"12.655,00","12.680,00","12.770,00","12.625,00","","-0,20%"
09/22/2018,"12.680,00","12.765,00","12.915,00","12.630,00","","-0,70%"
09/21/2018,"12.770,00","12.700,00","12.815,00","12.385,00","","1,67%"
09/20/2018,"12.560,00","12.750,00","12.845,00","12.550,00","","-1,57%"
09/19/2018,"12.760,00","12.675,00","12.930,00","12.605,00","","0,67%"
09/18/2018,"12.675,00","12.560,00","12.715,00","12.510,00","","0,92%"
09/17/2018,"12.560,00","12.445,00","12.630,00","12.200,00","","0,60%"
09/16/2018,"12.485,00","12.635,00","12.820,00","12.435,00","","-1,58%"
09/15/2018,"12.685,00","12.520,00","12.825,00","12.520,00","","1,32%"
09/14/2018,"12.520,00","12.575,00","12.740,00","12.475,00","","-0,71%"
09/13/2018,"12.610,00","12.610,00","12.835,00","12.570,00","","-0,16%"
09/12/2018,"12.630,00","12.980,00","13.185,00","12.555,00","","-2,77%"
09/11/2018,"12.990,00","12.700,00","13.070,00","12.610,00","","2,28%"
09/10/2018,"12.700,00","12.310,00","12.765,00","12.310,00","","2,83%"
09/09/2018,"12.350,00","12.775,00","12.880,00","12.340,00","","-3,70%"
09/08/2018,"12.825,00","13.260,00","13.340,00","12.790,00","","-3,28%"
09/07/2018,"13.260,00","13.655,00","13.750,00","13.260,00","","-2,50%"
09/06/2018,"13.600,00","13.660,00","13.980,00","13.600,00","","-0,51%"
09/05/2018,"13.670,00","13.925,00","14.015,00","13.620,00","","-1,90%"
09/04/2018,"13.935,00","14.325,00","14.375,00","13.930,00","","-2,14%"
09/03/2018,"14.240,00","14.105,00","14.355,00","14.080,00","","0,85%"
09/02/2018,"14.120,00","13.710,00","14.235,00","13.655,00","","2,69%"
09/01/2018,"13.750,00","13.605,00","13.775,00","13.605,00","","0,70%"
08/31/2018,"13.655,00","13.725,00","13.795,00","13.490,00","","-0,51%"
08/30/2018,"13.725,00","13.925,00","13.945,00","13.550,00","","-1,44%"
08/29/2018,"13.925,00","14.075,00","14.185,00","13.880,00","","-1,49%"
08/28/2018,"14.135,00","13.950,00","14.160,00","13.865,00","","1,00%"
08/27/2018,"13.995,00","13.725,00","14.065,00","13.725,00","","1,60%"
08/26/2018,"13.775,00","14.050,00","14.200,00","13.715,00","","-1,75%"
08/25/2018,"14.020,00","14.425,00","14.450,00","14.005,00","","-2,74%"
08/24/2018,"14.415,00","14.300,00","14.660,00","14.250,00","","0,21%"
08/23/2018,"14.385,00","14.100,00","14.390,00","14.030,00","","1,77%"
08/22/2018,"14.135,00","13.965,00","14.265,00","13.885,00","","1,29%"
08/21/2018,"13.955,00","13.675,00","13.990,00","13.610,00","","2,05%"
08/20/2018,"13.675,00","13.865,00","13.930,00","13.605,00","","-1,44%"
08/19/2018,"13.875,00","14.085,00","14.175,00","13.860,00","","-1,35%"
08/18/2018,"14.065,00","14.365,00","14.400,00","13.985,00","","-2,09%"
08/17/2018,"14.365,00","14.285,00","14.565,00","14.250,00","","0,56%"
08/16/2018,"14.285,00","14.290,00","14.465,00","14.250,00","","-0,35%"
08/15/2018,"14.335,00","14.115,00","14.515,00","14.030,00","","1,56%"
08/14/2018,"14.115,00","13.900,00","14.190,00","13.900,00","","1,22%"
08/13/2018,"13.945,00","13.920,00","14.175,00","13.875,00","","-0,04%"
08/12/2018,"13.950,00","14.205,00","14.270,00","13.910,00","","-1,59%"
08/11/2018,"14.175,00","14.180,00","14.300,00","14.050,00","","-0,35%"
08/10/2018,"14.225,00","14.550,00","14.550,00","14.080,00","","-2,30%"
08/09/2018,"14.560,00","14.610,00","14.710,00","14.500,00","","-0,51%"
08/08/2018,"14.635,00","14.710,00","14.855,00","14.600,00","","-0,51%"
08/07/2018,"14.710,00","14.705,00","14.820,00","14.540,00","","0,03%"
08/06/2018,"14.705,00","14.755,00","14.895,00","14.510,00","","-0,37%"
08/05/2018,"14.760,00","15.120,00","15.165,00","14.725,00","","-2,67%"
08/04/2018,"15.165,00","15.100,00","15.255,00","15.045,00","","0,17%"
08/03/2018,"15.140,00","15.050,00","15.205,00","14.900,00","","0,33%"
08/02/2018,"15.090,00","15.075,00","15.145,00","14.750,00","","0,10%"
08/01/2018,"15.075,00","15.375,00","15.425,00","14.850,00","","-2,43%"
07/31/2018,"15.450,00","15.255,00","15.490,00","15.250,00","","1,31%"
07/30/2018,"15.250,00","15.050,00","15.385,00","14.975,00","","0,63%"
07/29/2018,"15.155,00","14.860,00","15.165,00","14.710,00","","1,99%"
07/28/2018,"14.860,00","14.965,00","14.965,00","14.745,00","","-0,60%"
07/27/2018,"14.950,00","14.750,00","15.060,00","14.630,00","","1,25%"
07/26/2018,"14.765,00","14.690,00","14.820,00","14.475,00","","0,14%"
07/25/2018,"14.745,00","14.215,00","14.800,00","14.015,00","","3,69%"
07/24/2018,"14.220,00","14.790,00","14.830,00","14.205,00","","-3,85%"
07/23/2018,"14.790,00","15.090,00","15.155,00","14.610,00","","-1,86%"
07/22/2018,"15.070,00","14.755,00","15.115,00","14.675,00","","2,31%"
07/21/2018,"14.730,00","14.440,00","14.865,00","14.440,00","","1,90%"
07/20/2018,"14.455,00","14.730,00","14.755,00","14.415,00","","-2,00%"
07/19/2018,"14.750,00","14.401,00","14.796,00","14.401,00","","2,15%"
07/18/2018,"14.440,00","14.245,00","14.705,00","14.245,00","","1,01%"
07/17/2018,"14.295,00","14.500,00","14.638,00","13.940,00","","-1,21%"
07/16/2018,"14.470,00","15.100,00","15.125,00","14.465,00","","-4,31%"
07/15/2018,"15.122,00","15.320,00","15.350,00","15.020,00","","-1,08%"
07/14/2018,"15.287,00","15.540,00","15.668,00","15.270,00","","-1,63%"
07/13/2018,"15.540,00","15.455,00","15.576,00","15.261,00","","0,06%"
07/12/2018,"15.531,00","15.256,00","15.560,00","15.210,00","","1,80%"
07/11/2018,"15.256,00","15.035,00","15.521,00","15.035,00","","0,87%"
07/10/2018,"15.125,00","14.825,00","15.170,00","14.625,00","","1,84%"
07/09/2018,"14.852,00","15.151,00","15.215,00","14.820,00","","-1,95%"
07/08/2018,"15.148,00","15.052,00","15.219,00","14.925,00","","0,64%"
07/07/2018,"15.051,00","15.055,00","15.245,00","14.875,00","","0,00%"
07/06/2018,"15.051,00","15.220,00","15.450,00","15.035,00","","-1,38%"
07/05/2018,"15.262,00","15.440,00","15.613,00","15.220,00","","-1,15%"
07/04/2018,"15.440,00","15.536,00","15.681,00","15.418,00","","-1,18%"
07/03/2018,"15.625,00","15.612,00","15.811,00","15.535,00","","0,08%"
07/02/2018,"15.612,00","15.523,00","15.764,00","15.401,00","","0,57%"
07/01/2018,"15.523,00","15.601,00","15.835,00","15.200,00","","-0,83%"
06/30/2018,"15.653,00","15.981,00","16.044,00","15.364,00","","-2,05%"
06/29/2018,"15.981,00","16.400,00","16.465,00","15.922,00","","-2,67%"
06/28/2018,"16.420,00","16.580,00","16.851,00","16.405,00","","-1,03%"
06/27/2018,"16.591,00","16.225,00","16.711,00","16.189,00","","2,26%"
06/26/2018,"16.225,00","16.325,00","16.410,00","16.180,00","","-0,61%"
06/25/2018,"16.325,00","16.524,00","16.610,00","16.325,00","","-1,20%"
06/24/2018,"16.524,00","16.650,00","16.695,00","16.336,00","","-0,99%"
06/23/2018,"16.689,00","16.720,00","16.875,00","16.618,00","","-0,21%"
06/22/2018,"16.724,00","17.092,00","17.191,00","16.724,00","","-2,15%"
06/21/2018,"17.092,00","16.565,00","17.125,00","16.565,00","","3,02%"
06/20/2018,"16.591,00","16.297,00","16.689,00","16.200,00","","1,93%"
06/19/2018,"16.277,00","16.250,00","16.331,00","16.114,00","","-0,21%"
06/18/2018,"16.312,00","16.065,00","16.341,00","15.858,00","","0,79%"
06/17/2018,"16.184,00","16.371,00","16.426,00","16.035,00","","-1,17%"
06/16/2018,"16.375,00","16.310,00","16.491,00","16.301,00","","0,13%"
06/15/2018,"16.353,00","16.415,00","16.473,00","16.245,00","","-0,67%"
06/14/2018,"16.463,00","16.521,00","16.631,00","16.312,00","","-0,35%"
06/13/2018,"16.521,00","16.535,00","16.766,00","16.431,00","","-0,05%"
06/12/2018,"16.530,00","16.305,00","16.637,00","16.245,00","","1,32%"
06/11/2018,"16.315,00","16.101,00","16.435,00","16.085,00","","1,37%"
06/10/2018,"16.095,00","15.601,00","16.291,00","15.561,00","","2,92%"
06/09/2018,"15.639,00","15.752,00","15.874,00","15.541,00","","-0,95%"
06/08/2018,"15.789,00","15.530,00","15.789,00","15.530,00","","1,25%"
06/07/2018,"15.594,00","15.346,00","15.638,00","15.315,00","","1,62%"
06/06/2018,"15.346,00","15.526,00","15.763,00","15.315,00","","-1,42%"
06/05/2018,"15.567,00","15.471,00","15.785,00","15.376,00","","0,75%"
06/04/2018,"15.451,00","15.204,00","15.472,00","15.100,00","","1,62%"
06/03/2018,"15.204,00","15.375,00","15.456,00","15.126,00","","-0,97%"
06/02/2018,"15.353,00","15.400,00","15.632,00","15.313,00","","-0,71%"
06/01/2018,"15.463,00","15.275,00","15.487,00","15.206,00","","1,20%"
05/31/2018,"15.279,00","15.250,00","15.354,00","14.900,00","","0,27%"
05/30/2018,"15.238,00","15.741,00","15.790,00","15.210,00","","-3,20%"
05/29/2018,"15.741,00","15.651,00","15.834,00","15.553,00","","0,28%"
05/28/2018,"15.697,00","15.711,00","16.170,00","15.631,00","","-0,42%"
05/27/2018,"15.763,00","15.551,00","15.825,00","15.326,00","","0,95%"
05/26/2018,"15.615,00","15.550,00","15.898,00","15.426,00","","0,13%"
05/25/2018,"15.595,00","14.701,00","15.645,00","14.690,00","","6,08%"
05/24/2018,"14.701,00","14.952,00","15.000,00","14.700,00","","-1,67%"
05/23/2018,"14.950,00","15.175,00","15.250,00","14.950,00","","-1,34%"
05/22/2018,"15.153,00","15.216,00","15.360,00","15.070,00","","-0,51%"
05/21/2018,"15.230,00","15.310,00","15.415,00","15.185,00","","-0,66%"
05/20/2018,"15.331,00","15.250,00","15.423,00","15.080,00","","0,53%"
05/19/2018,"15.250,00","15.685,00","15.755,00","15.215,00","","-2,84%"
05/18/2018,"15.695,00","15.500,00","15.885,00","15.466,00","","1,11%"
05/17/2018,"15.522,00","15.751,00","15.845,00","15.340,00","","-1,29%"
05/16/2018,"15.725,00","16.350,00","16.476,00","15.725,00","","-3,82%"
05/15/2018,"16.350,00","16.480,00","16.621,00","16.225,00","","-0,79%"
05/14/2018,"16.480,00","16.375,00","16.580,00","16.375,00","","0,36%"
05/13/2018,"16.421,00","16.577,00","16.681,00","16.351,00","","-0,94%"
05/12/2018,"16.577,00","16.407,00","16.830,00","16.406,00","","1,04%"
05/11/2018,"16.407,00","16.978,00","16.978,00","16.371,00","","-3,36%"
05/10/2018,"16.978,00","16.751,00","16.987,00","16.601,00","","1,32%"
05/09/2018,"16.756,00","16.575,00","16.812,00","16.451,00","","0,65%"
05/08/2018,"16.647,00","16.060,00","16.655,00","16.027,00","","3,66%"
05/07/2018,"16.060,00","16.150,00","16.275,00","16.012,00","","-0,65%"
05/06/2018,"16.165,00","16.265,00","16.305,00","15.869,00","","-0,61%"
05/05/2018,"16.265,00","16.657,00","16.823,00","16.265,00","","-2,31%"
05/04/2018,"16.650,00","16.800,00","16.811,00","16.536,00","","-1,25%"
05/03/2018,"16.860,00","17.210,00","17.456,00","16.851,00","","-2,20%"
05/02/2018,"17.240,00","17.446,00","17.501,00","17.211,00","","-1,18%"
05/01/2018,"17.446,00","17.166,00","17.466,00","17.053,00","","1,63%"
04/30/2018,"17.166,00","16.890,00","17.242,00","16.483,00","","1,26%"
04/29/2018,"16.952,00","17.800,00","17.800,00","16.924,00","","-4,61%"
04/28/2018,"17.771,00","17.856,00","17.961,00","17.750,00","","-0,48%"
04/27/2018,"17.857,00","18.061,00","18.069,00","17.851,00","","-1,07%"
04/26/2018,"18.051,00","18.215,00","18.301,00","17.950,00","","-1,28%"
04/25/2018,"18.285,00","18.100,00","18.310,00","17.770,00","","1,02%"
04/24/2018,"18.100,00","18.375,00","18.451,00","18.066,00","","-1,77%"
04/23/2018,"18.426,00","18.380,00","18.675,00","18.310,00","","0,30%"
04/22/2018,"18.370,00","18.700,00","18.817,00","18.327,00","","-2,03%"
04/21/2018,"18.750,00","18.760,00","18.973,00","18.600,00","","-0,53%"
04/20/2018,"18.850,00","19.825,00","19.900,00","18.821,00","","-5,42%"
04/19/2018,"19.930,00","19.550,00","19.932,00","19.550,00","","1,76%"
04/18/2018,"19.585,00","19.365,00","19.598,00","19.310,00","","1,14%"
04/17/2018,"19.365,00","19.018,00","19.496,00","19.011,00","","1,60%"
04/16/2018,"19.060,00","18.512,00","19.076,00","18.510,00","","2,80%"
04/15/2018,"18.540,00","18.690,00","18.752,00","18.514,00","","-1,00%"
04/14/2018,"18.728,00","18.750,00","18.893,00","18.685,00","","-0,28%"
04/13/2018,"18.780,00","18.665,00","18.817,00","18.351,00","","0,62%"
04/12/2018,"18.665,00","18.825,00","18.860,00","18.608,00","","-1,01%"
04/11/2018,"18.856,00","18.860,00","18.963,00","18.680,00","","-0,35%"
04/10/2018,"18.922,00","18.750,00","18.992,00","18.750,00","","0,92%"
04/09/2018,"18.750,00","18.831,00","18.896,00","18.640,00","","-0,51%"
04/08/2018,"18.847,00","18.867,00","18.969,00","18.751,00","","-0,46%"
04/07/2018,"18.935,00","18.617,00","19.063,00","18.607,00","","1,71%"
04/06/2018,"18.617,00","18.491,00","18.663,00","18.491,00","","0,63%"
04/05/2018,"18.500,00","18.665,00","18.703,00","18.425,00","","-0,87%"
04/04/2018,"18.663,00","18.600,00","18.839,00","18.560,00","","0,44%"
04/03/2018,"18.582,00","18.561,00","18.701,00","18.500,00","","-0,26%"
04/02/2018,"18.630,00","18.802,00","18.830,00","18.540,00","","-0,91%"
04/01/2018,"18.802,00","18.675,00","19.046,00","18.655,00","","0,55%"
03/31/2018,"18.700,00","18.526,00","18.762,00","18.424,00","","0,81%"
03/30/2018,"18.550,00","18.750,00","18.961,00","18.505,00","","-1,66%"
03/29/2018,"18.863,00","18.625,00","19.152,00","18.625,00","","0,77%"
03/28/2018,"18.719,00","18.411,00","18.826,00","18.257,00","","1,38%"
03/27/2018,"18.465,00","18.475,00","18.632,00","18.405,00","","-0,37%"
03/26/2018,"18.534,00","18.382,00","18.588,00","18.320,00","","0,83%"
03/25/2018,"18.382,00","18.450,00","18.676,00","18.305,00","","-0,65%"
03/24/2018,"18.502,00","18.960,00","19.098,00","18.450,00","","-2,52%"
03/23/2018,"18.980,00","18.625,00","19.042,00","18.550,00","","1,50%"
03/22/2018,"18.700,00","18.775,00","18.936,00","18.500,00","","-0,36%"
03/21/2018,"18.768,00","19.100,00","19.250,00","18.711,00","","-2,14%"
03/20/2018,"19.179,00","19.174,00","19.397,00","19.053,00","","0,03%"
03/19/2018,"19.174,00","19.005,00","19.271,00","18.960,00","","0,89%"
03/18/2018,"19.005,00","19.098,00","19.098,00","18.950,00","","-0,49%"
03/17/2018,"19.098,00","18.852,00","19.203,00","18.810,00","","1,30%"
03/16/2018,"18.852,00","18.567,00","18.888,00","18.464,00","","1,09%"
03/15/2018,"18.649,00","19.200,00","19.220,00","18.534,00","","-3,27%"
03/14/2018,"19.279,00","19.190,00","19.288,00","19.075,00","","0,40%"
03/13/2018,"19.202,00","19.250,00","19.397,00","19.160,00","","-0,65%"
03/12/2018,"19.327,00","19.305,00","19.405,00","19.192,00","","-0,09%"
03/11/2018,"19.345,00","19.350,00","19.517,00","19.162,00","","-0,13%"
03/10/2018,"19.371,00","19.273,00","19.416,00","19.077,00","","0,51%"
03/09/2018,"19.273,00","19.475,00","19.520,00","19.014,00","","-0,65%"
03/08/2018,"19.400,00","19.726,00","19.848,00","19.350,00","","-1,65%"
03/07/2018,"19.726,00","19.232,00","19.799,00","19.232,00","","2,05%"
03/06/2018,"19.329,00","19.335,00","19.435,00","19.075,00","","-0,21%"
03/05/2018,"19.370,00","19.804,00","19.815,00","19.360,00","","-2,19%"
03/04/2018,"19.804,00","19.680,00","19.988,00","19.675,00","","0,34%"
03/03/2018,"19.736,00","18.940,00","19.793,00","18.931,00","","3,19%"
03/02/2018,"19.125,00","19.135,00","19.194,00","18.860,00","","0,50%"
03/01/2018,"19.030,00","18.906,00","19.102,00","18.712,00","","0,77%"
02/28/2018,"18.885,00","18.870,00","18.994,00","18.701,00","","0,08%"
02/27/2018,"18.870,00","18.560,00","18.907,00","18.510,00","","1,56%"
02/26/2018,"18.580,00","18.121,00","18.625,00","18.082,00","","2,23%"
02/25/2018,"18.175,00","18.351,00","18.395,00","18.096,00","","-1,05%"
02/24/2018,"18.367,00","18.382,00","18.721,00","18.325,00","","-0,08%"
02/23/2018,"18.382,00","18.551,00","18.751,00","18.265,00","","-0,91%"
02/22/2018,"18.551,00","18.550,00","18.689,00","18.290,00","","-0,29%"
02/21/2018,"18.605,00","19.160,00","19.251,00","18.530,00","","-3,10%"
02/20/2018,"19.201,00","18.702,00","19.215,00","18.561,00","","2,67%"
02/19/2018,"18.702,00","18.050,00","18.733,00","18.050,00","","3,44%"
02/18/2018,"18.080,00","18.047,00","18.310,00","17.810,00","","0,18%"
02/17/2018,"18.047,00","18.280,00","18.351,00","17.700,00","","-1,11%"
02/16/2018,"18.250,00","18.660,00","18.768,00","18.228,00","","-2,41%"
02/15/2018,"18.700,00","18.910,00","18.953,00","18.550,00","","-1,11%"
02/14/2018,"18.910,00","18.832,00","19.081,00","18.645,00","","0,74%"
02/13/2018,"18.772,00","18.945,00","19.186,00","18.505,00","","-0,91%"
02/12/2018,"18.945,00","19.111,00","19.187,00","18.910,00","","-0,87%"
02/11/2018,"19.111,00","19.000,00","19.241,00","18.780,00","","0,53%"
02/10/2018,"19.010,00","19.350,00","19.465,00","19.010,00","","-2,02%"
02/09/2018,"19.401,00","19.160,00","19.565,00","19.160,00","","0,70%"
02/08/2018,"19.266,00","18.889,00","19.339,00","18.812,00","","2,00%"
02/07/2018,"18.889,00","19.210,00","19.317,00","18.733,00","","-1,85%"
02/06/2018,"19.245,00","19.600,00","19.769,00","19.181,00","","-1,72%"
02/05/2018,"19.582,00","19.650,00","19.746,00","19.526,00","","0,42%"
02/04/2018,"19.500,00","19.610,00","19.822,00","19.475,00","","-0,67%"
02/03/2018,"19.632,00","19.360,00","19.824,00","19.355,00","","1,39%"
02/02/2018,"19.363,00","19.844,00","19.894,00","19.360,00","","-2,42%"
02/01/2018,"19.844,00","20.219,50","20.492,00","19.360,00","","-1,96%"
01/31/2018,"20.240,00","18.900,00","20.240,00","18.900,00","","6,45%"
01/30/2018,"19.014,00","18.630,00","19.292,00","18.500,00","","2,06%"
01/29/2018,"18.630,00","19.621,00","19.830,00","18.085,00","","-5,07%"
01/28/2018,"19.625,00","20.801,00","21.139,00","19.625,00","","-6,06%"
01/27/2018,"20.890,00","21.125,00","21.602,00","20.543,00","","-1,34%"
01/26/2018,"21.174,00","20.010,00","21.425,00","20.007,00","","4,87%"
01/25/2018,"20.190,00","19.416,00","20.499,00","19.366,00","","3,99%"
01/24/2018,"19.416,00","18.660,00","19.785,00","18.600,00","","4,05%"
01/23/2018,"18.660,00","18.505,00","18.696,00","18.505,00","","0,65%"
01/22/2018,"18.540,00","18.268,00","18.593,00","18.163,00","","1,49%"
01/21/2018,"18.268,00","18.262,00","18.327,00","18.121,00","","-0,39%"
01/20/2018,"18.340,00","18.292,00","18.349,00","18.000,00","","0,26%"
01/19/2018,"18.292,00","18.162,00","18.340,00","18.060,00","","0,41%"
01/18/2018,"18.217,00","18.100,00","18.330,00","17.918,00","","0,59%"
01/17/2018,"18.110,00","18.445,00","18.704,00","18.100,00","","-1,92%"
01/16/2018,"18.465,00","18.255,00","18.495,00","18.080,00","","1,15%"
01/15/2018,"18.255,00","18.387,00","18.599,00","18.255,00","","-0,84%"
01/14/2018,"18.410,00","18.323,00","18.521,00","18.000,00","","0,60%"
01/13/2018,"18.300,00","17.848,00","18.349,00","17.848,00","","2,18%"
01/12/2018,"17.909,00","17.870,00","18.068,00","17.753,00","","0,22%"
01/11/2018,"17.870,00","17.690,00","18.095,00","17.261,00","","0,90%"
01/10/2018,"17.710,00","17.784,00","17.907,00","17.122,00","","-0,42%"
01/09/2018,"17.784,00","17.462,00","17.916,50","17.416,00","","1,90%"
01/08/2018,"17.453,00","17.026,00","17.489,00","17.026,00","","2,06%"
01/07/2018,"17.101,00","16.710,00","17.226,00","16.710,00","","2,25%"
01/06/2018,"16.725,00","16.410,00","16.736,00","16.375,00","","1,92%"
01/05/2018,"16.410,00","16.507,00","16.578,00","16.325,00","","-0,59%"
01/04/2018,"16.507,00","16.305,00","16.545,00","16.305,00","","0,80%"
01/03/2018,"16.376,00","16.273,00","16.586,00","16.238,00","","0,62%"
01/02/2018,"16.275,00","16.105,00","16.282,00","16.091,00","","0,57%"
01/01/2018,"16.182,00","16.010,00","16.286,00","16.000,00","","1,01%"
12/31/2017,"16.020,00","15.889,00","16.047,00","15.738,00","","0,83%"
12/30/2017,"15.888,00","15.715,00","15.935,00","15.702,00","","0,97%"
12/29/2017,"15.736,00","15.696,00","15.927,00","15.696,00","","0,17%"
12/28/2017,"15.710,00","15.890,00","15.902,00","15.696,00","","-1,13%"
12/27/2017,"15.890,00","16.025,00","16.182,00","15.702,00","","-1,00%"
